Title,Start Date,Votes,Body Text,Num Coauthors,Days from start to scrape,Days from start to end,Lifetime,Start Month Name,Title Length,Body Text Length,Title Uppercase Count,Body Text Uppercase Count,Title Lowercase Count,Body Text Lowercase Count,Body Text LIX Score,Distance to parliament km,Title All Upper,Title has Stop,Body Text Sentiment,topic,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10
Forslag til kattelov,2018-04-24,13735," Alle katte skal IDmærkes med chip eller øretatovering senest, når katten er seks måneder.    Alle katte skal registreres i eet samlet dansk katteregister.   Katte, der ikke er mærkede med ID, betegnes som ejerløse Katten er det mest udbredte kæledyr i Danmark i antal. Alligevel er der ingen lov, der beskytter katten. Hesten har en lov. Hunden har en lov. Det er på tide, at katten også får sin egen lov.  En lov vil gavne både de, der kan lide katte, og de, der ikke bryder sig om katte. Loven vil kunne tvinge de ejere, der ikke viser ansvar, til at vise det. Den vil øge tamkattens status, fordi færre katte vil genere naboer mfl. og dermed vil flere se positivt på katte end nu. Samtidig vil en lov om lovpligtig IDmærkning og registrering kunne tage forsvarlig hånd om Danmarks voksende katteproblem med forvildede og ofte syge katte.  Katten er en invasiv art i Danmark. Der findes skotske og afrikanske vildkattearter, men ikke danske. Alle de forvildede katte, der går herreløse rundt i Danmark, har derfor haft en ejer, eller er født af katte, der har. Mennesker har skabt det voksende katteproblem. Katte er rovdyr, der kan påvirke vores natur og dyreliv. Derfor er det også vores opgave at rydde op. Og før det kan ske, er vi nødt til sammen via en lov at bremse for tilgangen af nye forvildede katte. Hertil kommer, at disse forvildede katte ofte er syge, lider og mistrives. At vende den anden kind til deres lidelser i et oplyst samfund, er ikke en mulighed. Endelig kan de forvildede katte smitte ejerkatte med sygdomme, der kan være dødelige.  Når en kat IDmærkes, sker dette hos en dyrlæge, der samtidig kan oplyse ejeren om mulighederne for vaccination, neutralisering og sygeforsikring. Disse ting skal ske via en holdningsændring hos ejeren, men i dag får for mange ejere ikke disse oplysninger i tide hvis overhovedet. Får de dem, er det vores forventning, at flere ejere vil vælge disse ting eller nogle af disse ting til af sig selv.  Politisk ansvar Skiftende regeringer har ikke ment, at katte er et problem, der bør tages op politisk. Et kig ud i virkeligheden viser noget andet. Hver dag afliver dyrlæger mindst omkring 25 raske killinger på klinikker i Danmark. Ofte kan man i medierne læse om mennesker, der har skadet andres katte, kørt dem væk fra deres bopæl eller endda skudt dem. Det sker ofte i afmagt over, at naboens kat betræder ens grund og måske tisser på ens ting eller kradser ens bil. Man anslår, at der er omkring 650.000 ejerkatte og derudover 500.000 vildtlevende, herreløse katte i Danmark. Internaterne bugner med katte og hvert år kommer flere killinger og voksne katte til. Alene Dyrenes Beskyttelse har rundt regnet 27 sager med katte om dagen. En hunkat kan hvert år få op til tre kuld killinger, og overlever de alle, vil to fertile katte på fire år blive til 5000 katte.   Virkeligheden taler for sig selv. Naturligvis er dette et problem, der kræver politisk ansvar nu.  Et tilvalg Mange ejere tager allerede ansvar for deres kat og vedkender sig ejerskabet ved at IDmærke og registrere katten. Loven vil derfor henvende sig til de, der ikke gør. At eje en kat er et tilvalg, som der følger et ansvar med.   Andre ejere af kæledyr er også omfattet af specifikke krav vedrørende deres dyrehold. Vi mener, at det er på tide, at katten får en særlov i Danmark.   Vores forslag er et udspil. Vi har ikke alle svarene. Vi forestiller os, at relevante parter, herunder dyreværnsorganisationerne mfl. kunne indkaldes til møder om lovens endelige udformning.",3,2308,180,180,April,20,3507,1,65,17,2713,34.569307980490564,346.2660913643596,False,False,negative,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afskaf medielicensen,2018-04-24,175,"Vi skal have afskaffet medielicensen i Danmark Vi lever i en tid hvor vi har et kæmpe antal streaming services vi betaler for samt en masse kanaler man betaler for på tvet. Medielicensen giver ikke længere mening i dagens Danmark, vi skal have lov til selv at vælge hvilker ydelser vi bruger og hvilke ydelser vi betaler for, da det ikke kan være rigtigt at vi skal betale for en ydelse som vi ikke bruger. Grundlaget for at vi alle skal betale licens er at vi har adgang til at bruge deres ydelser, men hvad med os som ikke bruger dem Kan det virkelig passe at vi skal betaler over 2000kr om året for noget vi ikke bruger Det kan ikke være rigtigt. Danmarks radio skal moderniciseres, så man kun betaler dem for de ydelser vi rent faktisk bruger og ikke bare smider penge efter høje lønninger og programmer der bliver genudsendt gang på gang. Danmarks radios tv kanaler og hjemmeside skal laves til noget man betaler for at bruge, hvis man bruger det, ligesom det er med andre kanaler som feks. tv2. De skal oprette et login system på deres hjemmeside, som man så betaler adgang for, og hvis dette ikke giver nok indtægt må de ty sig til reklame penge, og begynde at reklamere på deres programmer, internetside og radio, ligesom alle andre. Medielicensen er for gammeldags og skal afskaffes og erstattes med noget andet. Unge mennesker bruger Danmarks radios ydelser i meget lidt grad, det kan ikke passe at det skal koste 2000kr  om året for noget der ikke bliver brugt. Der skal istedet opkræves gebyre for at bruge deres services når man bruger dem, og ikke bare fordi man har muligheden for at bruge dem. Det ville være det samme som at andmelde en for vold bare fordi personen har hænder og har muligheden for at banke en. Vi kan ikke længere bruge medielicensen til noget når vi idag har adgang til så mange andre og bedre streamingservices, tv kanaler og radioprogrammer end hvad Danmarks radio udbyder.",3,2308,180,180,April,20,1911,1,18,18,1517,48.06476050830889,411.96923458660046,False,False,neutral,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Førekort til Hunde,2018-04-24,152,"Jeg foreslår der bliver indført et førekort man skal erhverve sig før man må købe en hund, dette førekort bør være racebestemt så man for eksempel ikke kan købe en Rottweiler hvis man eksempelvis kun har førekort til labrador eller gravhund, da opdragelsesmetoder og temperament ikke er ens for alle racer. Man høre oftere og oftere at hunde bliver efterladt, aflivet eller bare overdraget til nye ejere, primæert fordi folk ikke har sat sig ind i hvad den race de nu har valgt kræver ikke alene af dig men også af familien og tænkt over hvorlænge den pågældende race lever, man er nød til at gøre op med sig selv og familien vil vi og kan vi have denne hund i alle de år den pågældende race vil leve i  Nogen racer kræver rigtig rigtig meget træning mens andre racer kan nøjes med lidt basal træning, så de kan trives sammen med familien og så er der træningen, nogen racer er nemme andre er mere udfordrene for eksempel Schæferhunden er super intelligent hvilket gør den nem at træne men igen lige så nem at fejltræne og så har du hvad der kunne være en super god, dejlig og intelligent familiehund, der nu er pga. fejltræning fra enten bare uvidenhed eller vold en super intelligent og særdeles farlig hund med et kæbetryk der kan pulverisere dine knogler.  Det er alt for tydeligt at mange kun ser den søde lille hvalp når de vælger hund, uden at gør op med sig selv og familien vil vi have denne hund i de næste 1015 år og sætte sig ind i den pågældende race man nu har bestemt sig for, for at forberede sig på hvor stor bliver den hvad kræver den af motion hvad kræver den af træning og stimulering, er der noget man skal være særlig opmærksom på ved lige præcis den race osv.  At købe en hund er ikke bare som at købe et nyt ikea skab, det kan ikke bare smides ud når der kommer en ny model, det er et levende væsen der lige så meget vælger dig som dens familie og når den vælger familie er det for livet, hunde tager det hårdt når de bliver sviget af deres familie og nogen hunde har det svært ved at komme sig over sådan et svigt.",4,2308,180,180,April,18,2039,2,7,14,1620,91.18963730569948,299.519028459928,False,False,positive,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ensretning af energiafgift på benzin og diesel,2018-04-24,74,"Som det er nu, er energiafgiften på benzin 4,22 kr per liter, mens energiafgiften på diesel kun er 2,71 kr per liter.  Forslaget er, at energiafgifterne gøres ens. Det er ikke afgørende, om dette sker ved at nedsætte energiafgiften på benzin, øge energiafgiften på diesel, eller en kombination af begge dele. Dieselbiler belaster miljøet mere end benzinbiler, men på trods af dette er diesel væsentligt billigere at købe end benzin. Dette skyldes alene forskellen i energiafgift, da prisen på en liter diesel vil være marginalt højere end prisen for en liter benzin, hvis afgifterne var ens.  Denne prisfordel ved diesel er en implicit opfordring til at købe dieselbiler frem for benzinbiler, specielt hvis man kører meget. Dette er i modstrid med et udbredt ønske om at mindske brug af dieseldrevne køretøjer, netop på grund af deres miljøpåvirkning.",3,2308,180,180,April,46,851,1,7,39,680,45.848800834202294,10.014071106496246,False,False,positive,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Forbud mod låne og spilreklamer,2018-04-18,913,"Det foreslås at reklamering for lånafbetaling og hazardspil forbydes på TV, såvel som radio og aviserreklameopsatser. Reklamering for bl.a. kviklån og afbetaling øger sandsynligheden for at flere ender som dårlige betalere og køber produkter, som de ikke har råd til at afbetale på. Dermed gældsætter disse sig i sådan en grad, at SKAT, banker og andre myndigheder skal bruge ressourcer på at tackle disse personers afvikling af lån til låneudbyderne.  Mange lånereklamer er uigennemsigtige og lever på at låne småbeløb til forbrug med gebyr og rentesatser, der er milevidt fra god skik for finansielle virksomheder Et forbud mod spilreklamering vil være medvirkende til at reducere antallet af nye tilfælde af ludomani, en anerkendt psykisk lidelse.   Jf. Reklamebekendtgørelsen, Kapitel 3,  7 står følgende Reklame i radio, fjernsyn og on demandaudiovisuelle medietjenester skal, som al anden reklame, være lovlig, sømmelig, hæderlig og sandfærdig og være udformet med behørig social ansvarsfølelse.  Heri anses mange låne og spilreklamer for uhæderlige og uden behørig social ansvarsfølelse.",3,2314,180,180,April,31,1094,1,16,26,889,52.67149758454106,319.2622816892641,False,False,positive,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Forbud mod dyreforsøg ved udvikling af husholdningsprodukter,2018-04-18,579," Det skal ikke være lovligt at anvende råmaterialer, eller sammensætning af råmaterialer, der har været testet på forsøgsdyr heri ligger at råmaterialerne og sammensætning af råmaterialerne ikke må have været testet på forsøgsdyr af nogen, hverken en selv eller tredje part, og heller ikke i eller uden for Danmark, til produktion af husholdningsprodukter i Danmark.    Det skal ikke være lovligt at teste færdigproduceret husholdningsprodukter, råmaterialer, eller sammensætning af råmaterialer, som skal indgå i produktion af husholdningsprodukter, på forsøgsdyr i Danmark dansk registreret virksomheder o.lign der har produktion uden for Danmark må heller ikke teste deres råmaterialer, sammensætning af råmaterialer eller færdigproduceret produkter på forsøgsdyr, hverken selv eller via tredje part, uanset om produkterne efterfølgende markedsføres i eller uden for Danmark.    Det skal ikke være lovligt i Danmark at kunne anvende eksisterende viden datadeling om dyreforsøg der er udført efter at dette lovforslag er trådt i kraft, i forbindelse med udvikling af husholdningsprodukter. Dette gælder både i forsknings og tests øjenmed, hvor forsøgsdyr har været involveret i forbindelse med basistest af råmaterialer, sammensætning af råmaterialer og færdigproduceret produkter. Hvert år må flere tusinde forsøgsdyr lide, og ofte lade livet, i komplet unødvendige og forfærdelige forsøg i forbindelse med produktion af husholdningsprodukter.  Det er ikke alle virksomheder der benytter sig af at få testet de råmaterialer de anvender, og deres færdigproduceret produkter, på forsøgsdyr, men desværre så er der mange der benytter sig af det, formentlig i en tro om at den slags tests er mere valide end alternative testmetoder hvor forsøgsdyr ikke er involveret.  Danmark er et af de få lande i EU, der stadig tester mange af deres husholdningsprodukter på forsøgsdyr. Størstedelen af EUlandene er gået væk fra dette og anvender i stedet godkendte alternative testmetoder.  Vi halter således bagefter udviklingen på EUplan, så det er på tide, at vi i Danmark etablerer et forbud på dette område. Sikkerheds og sundhedsmæssigt er der ikke risici ved et forbud mod at anvende forsøgsdyr, da der findes en lang række godkendte alternative testmetoder, hvor forsøgsdyr ikke er involveret, og der eksisterer allerede mange godkendte råmaterialer, der kan sammensættes på forskellige måder, og hvor der derfor ikke er et krav om at de skal testes på dyr.  De dyr der primært anvendes i forsøg ved udvikling af husholdningsprodukter er bl.a. mus, kaniner, rotter, marsvin, hunde, katte, fugle og fisk, og de tests der oftests anvendes er toksikologiske tests giftighedstests som bla. indbefatter  Forsøg hvor dyr bliver tvangsfodret med et stof.   Forsøg hvor dyr bliver tvunget til at inhalere giftige dampe.   Forsøg hvor dyr får et stof injiceret.  Forsøg hvor et stof bliver påført dyrs hud eller øjne.   Raske dyr dyrene avles udelukkende til at skulle indgå i forsøg ender således ofte ud med at få påført sig ufattelig smerte og lidelse.  Trods at det er et krav at forsøgene skal udføres så de er mindst mulige plagsomme for dyrene, så er det umådelig naivt at tro at dyrene ikke lider, ofte volsomt, og ikke mindst unødvendigt, under og efter forsøgene, som kan strække sig over alt fra nogle timer til flere uger. Forsøgsdyrene ender ofte ud med store åbne sår, føder misdannet afkom, får organsvigt, åndedrætsbesvær, bliver blinde, får ætsningsskader på indre organer og alvorlige sygdomme som kræft. Dyrene aflives ofte kort efter at forsøgene er endt bl.a. grundet skader på vitale organer og hud, men også idet at obduktion sædvanligvis er en del af slutforsøgene.  Alternative dyrefri testmetoder på dette område er, udover at være langt mere etik korrekte at anvende, så også at foretrække, da forsøg hvor dyr er involveret, giver et misvisende og dårligt resultat i og med at menneskers og dyrs genom, sat op mod hinanden, er alt for forskellige.  Grundet at den fulde effekt så dermed alligevel ikke kan frembringes ved at indrage dyr i forsøgene, og det fakta at alternative tesmetoder er langt mere pålidelige, billigere, nemmere og hurtigere at udføre, så er det meningsløst at forsætte denne måde at teste på hvor dyr er involveret og derfor giver det også kun mening fra politisk side af udelukkende at investere i og tillade alternative dyrefri testmetoder.  I forlængelse heraf bør regeringen også se på at yde yderligere økonomisk støtte til udvikling af nye alternative testmetoder.  I henhold til at skabe en mere effektiv FareID, der kan en udvikling af mere komplekse in vitro modeller, der består af flere humane celle og vævstyper og in silico modellering computermodeller fremme en mere fokuseret faretestning.  Godkendte alternative testmetoder, hvor forsøgsdyr ikke er involveret, kan bl.a. være  In Silico computermodeller  Matematiske modeller  Test på frivillige forsøgspersoner  Humane celle og vævskulturs modeller, heriblandt kan bl.a. anvendes  EpiDerm  SkinEthic  EpiSkin  Epipack tests  EpiOcular  Nocioculareyesting test  Agarose diffusions metoden  RHCE vævmodel for øjets hornhinde  Microbiologiske tests, heriblandt kan anvendes  MARA Microbial Assay for Risk Assessment  Amestesten  Med de muligheder, som vi nu har, bør det derfor ikke længere være lovligt at teste husholdningsprodukter, herunder råmaterialeringredienser og færdige produkter, på forsøgsdyr. Mange andre lande er, som tidligere nævnt, også gået bort fra dette og anvender i stedet de godkendte alternative testmetoder, og det er derfor oplagt, at Danmark nu også følger trop.  Giv din underskrift for et forbud mod anvendelsen af dyreforsøg til udvikling af husholdningsprodukter, hvis du også mener at det er forkert at forsøgsdyr skal lide og dø i forsøg hvor der i stedet kan anvendes dyrefri testmetoder.",3,2314,180,180,April,60,5823,1,74,53,4716,55.794188861985475,27.81202381773207,False,False,negative,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Alle bidrag til de politiske partier offentliggøres på Folketingets hjemmeside senest 5 dage efter modtagelsen. Bagatelgrænse kr. 1.000,2018-04-18,336,"Uden økonomiske bidrag udefra ville de politiske partier ikke kunne løbe rundt, de er afhængige af, at andre giver penge. Deres økonomiske grundlag udgøres i dag af  Statslig partistøtte Betales af skatteyderne og udgør i valgår 4045 af partiernes indtægter. Statsstøtten står at læse i partiernes regnskaber.  Medlemsbidrag Betales af partiforeningernes medlemmer og udgør kun ca. 1015 af indtægterne. Det økonomiske omfang af medlemsbidragene er fuldt offentligt tilgængeligt via partiernes regnskaber. Såkaldt private bidrag Beløbsstørrelserne fra de store bidragsydere kender kun modtager og afsender. De private bidrag anslås at udgøre ca. 4045 af partiernes indtægter. Det økonomiske omfang af de private bidrag holdes således skjult for offentligheden. De såkaldt private bidrag giver indtryk af at komme fra private, men det er næppe hr. og fru Jensen der bidrager med de store beløb. De kommer fra de store virksomheder, interesseorganisationer og pengeklubber.  I valgåret 2015 skønnede Ugebrevet A4 at ca. 80 millioner kroner stammede fra private bidragsydere, og det ser ud til, at den statslige partistøtte og de private bidrag i det kommende valgår vil blive nogenlunde lige store. Vi ved, hvem der betaler partistøtten, for det gør befolkningen selv, men vi ved ikke, hvem der betaler et skønnet næsten lige så stort beløb til dem der lægger linjerne for, i hvilken retning landet skal bevæge sig.  En så stor skyggeaktør er utilstedeligt i et moderne demokrati. Befolkningen har krav på at vide, hvor partiernes penge kommer fra. Der skal være åbenhed, gennemsigtighed, rene linjer  inden valgkampen. Vi skal kunne vurdere, om vores kryds ved valget faktisk vil tælle med i den førte politik eller om det er reduceret til at være demokratisk fernis.  Forslaget vil indebære en ændring af partistøtteloven og af partiregnskabsloven. Europarådet har flere gange kritiseret den manglende åbenhed i de danske politiske partiers regnskaber. Vi kender reelt ikke de store bidragsydere. og vi taler altså om næsten halvdelen af de penge partierne har til valgkampen.",4,2314,180,180,April,135,2075,3,26,107,1668,44.38207547169811,6.257462148628372,False,False,negative,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sommertid året rundt,2018-04-18,344,"Afskaf tidsskiftet mellem normaltid og sommertid, og fasthold sommertid året rundt. Island har sommertid året rundt og det fungerer.  I Danmark bør vi gøre det samme. Muligvis nogen føle at det bliver senere lyst, men til gengæld får vi mere lys i de fleste menneskers fritid.",3,2314,180,180,April,20,276,1,5,17,219,37.586956521739125,94.49011934993436,False,False,neutral,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Forslag om at give homoseksuelle mænd ret til at donere blod,2018-04-18,533,"Folketinget pålægger Sundhedsministeren at give homoseksuelle mænd ret til at donerer blod, ved at fjerne homoseksuelle mænd fra listen over gældende karantæneregler. Ligeledes skal punktet Sex mellem mænd skal også fjernes, da punktet understøtter diskrimination ved at diktere, at samleje eller anden seksuel kontakt mellem mænd medfører permanent udelukkelse fra bloddonorprogrammet. Fremover skal mænd altså ikke svare på, om de har haft seksuel kontakt med andre mænd, men behandles på lige fod med andre. Den nuværende lovgivning dikterer, at mænd der har haft seksuel kontakt med andre mænd ikke må donere deres blod. Dette er en utidssvarende lov, der ikke kan argumenteres for at have nogen faglig begrundelse. Derfor må lovgivningen ændres, således at homoseksuelle mænd får samme ret til at donere blod som andre. Dette er en vigtig retning for ligestilling, og for at redde liv, da mange i dag er afhængige af at modtage donorblod. En lovændring kan potentielt set føre til større mængder tilgængeligt donorblod, der i sidste ende kan bidrage til at redde liv.   Lovgivningen som den er nu, er diskriminerende over for homoseksuelle mænd. Derfor stilles dette forslag. Vi håber, at du har lyst til at støtte dette forslag, så vi sammen kan redde flere liv, til gavn for vores samfund og til gavn for ligestillingen.",3,2314,180,180,April,60,1327,1,13,49,1076,46.196036191296855,366.1551207217128,False,False,positive,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Oversigt på årsopgørelsen fra SKAT over statens brug af skatteborgernes penge,2018-04-16,388,"Folketinget pålægger Skatteministeren at indføre en oversigt på alle borgeres årsopgørelse fra SKAT, der viser hvad den enkelte borgers opkrævede skattekroner er blevet brugt til i det forgangne år af staten, fordelt på ministerområder. Som skatteborger i Danmark har man ret til at vide hvad ens penge, der opkræves via. skatten, bliver brugt til. Danmark har verdens højeste skattetryk og ca. en halv million danskere betaler topskat. Skatten går til vores velfærdsstat inkl. løn i den offentlige sektor og overførselsindkomster. Det er imidlertid umuligt som borger at finde ud af hvad ens penge helt præcist er blevet brugt til af staten. Det skal dette borgerforslag gøre op med.  Det danske skattesystem er kompliceret og selv folk med en lang videregående uddannelse har svært ved at udregne, hvad de skal betale i skat og hvad de har betalt i skat. De forskellige fradrag gør det heller ikke lettere. Det danske skattesystem skal forenkles og gøres mere gennemskueligt af hensyn til alle borgere. Det vil samtidig gøre systemet mere transparent og give folk mere tillid til det.  Danmark har en stor velfærdsstat, der dækker uddannelse, sundhed og infrastruktur mm., men ingen borgere ved reelt hvordan deres skattekroner bliver fordelt og hvad de bliver brugt til. Derfor stilles der forslag om, at Skatteministeriet skal indføre en oversigt på årsopgørelsen, der viser hvordan den enkelte borgers andel af den opkrævede skat er blevet brugt, fordelt på ministerområder. Det er kun ret og rimeligt i et demokrati som det danske. Det er allerede en realitet i andre vestlige lande såsom Storbritannien. Og det skal også være en realitet i Danmark.",4,2316,180,180,April,77,1655,5,24,62,1335,44.51340615690169,10.014071106496246,False,False,negative,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"afskaffelse af eftervederlag for folketingsmedlemmer, ministre, europaparlamentarikere, borgmestre, samt højtstående embedsmænd.",2018-04-16,766,"Jeg vil på vegne af min, samt mine medstifters etiske overbevisning, fremstille et nuanceret udspil til lovene der vedrører eftervederlaget. Udspillet vedrører folketingsmedlemmer, ministre, europaparlamentarikere, borgmestre, samt højtstående embedsmænd. Vi ønsker at eftervederlaget afskaffes for alle de vedrørende. Såfremt en lignende sikkerhedsløsning ønskes blandt de vedrørende, kan en sammenslutning finde sted til økonomisk støtte i tilfælde af de vedrørendes politiske embede ophører, grundet sygdom eller anden beskæftigelse mm. Sammenslutning skal ske på lige basis af den model der også kendetegner sig ved en akasse, der finansieres af de vedrørendes egne vederlag. I modsætning til den nuværende model der finansieres igennem statskassen. vi stifter dette forslag med den begrundelse af eftervederlaget er skævvridende, samt uretfærdigt overfor borgere der skal være med til at finansiere den model. det er et vigtigt tiltag fordi det skaber ubalance mellem statsmænd og borgerne.",4,2316,180,180,April,128,995,0,6,113,834,55.655797101449274,52.64318058917755,False,False,positive,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
De studerendes halvering af medielicensen,2018-04-16,86,"Det foreslås at medielicens gøres økonomisk overskueligt for studerende, ved at give dem samme privilegier som pensionister ved betaling af medielicens. Ifølge Bekendtgørelsen om medielicensen, giver 10 pensionister halv medielicens efter ansøgning til DR Licens, hvis de opfylder nogle få krav. Udeboende studerende er omtrent lige så finansielt dårlig stillede som pensionister, og derfor burde der opstilles en paragraf som ligestiller studerende økonomisk med pensionisterne i henhold til betaling af medielicensen.",3,2316,180,180,April,41,519,1,7,36,433,67.32863849765258,411.96923458660046,False,False,negative,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Bevar FMbåndet i Danmark,2018-04-12,3193,"2 Forslagstekst  Folketinget anmodes om at vedtage ved lov, at FMbåndet bevares i Danmark. Formålet er at sikre hele den danske befolkning og trafikanter fra andre europæiske lande en god dækning med radio i høj kvalitet samt opretholde katastrofeberedskabet med FMradio og digitale informationssystemer distribueret via FM. 3 Bemærkninger FM dækker næsten 100 , modsat DAB, der ifølge DR kun dækker 96,7  af Danmark og desuden tvinger mange til at opsætte antenner udendørs for at kunne høre DABradio indendørs.  FM tilbyder fremragende lydkvalitet, i det lyden ikke er kraftigt digitalt komprimeret, som den er i DAB.  Flere millioner velfungerende bilradioer skal kasseres, hvis FM nedlægges. Hvis FM bevares, slipper bilejerne for at udskifte bilradioer for milliarder af kroner.  Fortsat FM betyder også, at bilejerne kan nyde godt af trafikinformation og anden information fra det digitale RDSsystem, der er integreret i FMradioen. Bilradioer i de fleste lande er forsynet med FM, men meget få har DAB. Hvis FMnettet slukkes, bliver turister fra de fleste lande i Europa mødt med radiotavshed, når de kører i Danmark, og det vil ikke være muligt at nå dem med trafikinformation, katastrofemeldinger eller efterlysninger.   FMradioen er uundværlig i tilfælde af katastrofer eller terror. De fleste DABradioer giver op straks eller inden for få timer i tilfælde af strømsvigt på grund af deres høje strømforbrug. Desuden er DABsendenettet sårbart. Vi har mange års erfaring med FMsystemet, som har vist sig meget stabilt og pålideligt under alle forhold, herunder ved svigt i elforsyningen. Den internationale Telecom Union ITU har valgt FM som Global norm ved varsling af naturkatastrofer mv. Man anslår at der på verdensplan er mere end 6 Mia. FMradioer. I Danmark er der mere end 10 Mio. FMradioer.  FMradionettet leverer desuden via RDSsystemet digitale data til bl.a. informationssystemer i busser samt til GPSsystemer med TMC tjenesten. Kulturministeriet har ikke ved nogen lejlighed redegjort for hvordan lignende data tjenester skal distruberes via DAB systemerne, det være sig DRs eller de kommercielle DAB kanaler. Det må være et brugerkrav, at samtlige de tjenester som i dag distribueres via FM parallelt i en længere årrække også er tilgængelige efter Europæiske standarder via DAB.  Meldingerne om den påtænkte lukning af FMbåndet har skabt meget stor usikkerhed blandt forhandlere og radiolyttere. En principiel afklaring om FMbåndet vil skabe ro på markedet og sikre, at Danmark også fremover har et godt dækkende katastrofeberedskab og et radiosystem, der når ud til hele befolkningen.  I Norge har nedlæggelsen af FM ført til en stor tilbagegang i radiolytningen. Både Sverige og Storbritannien har bl.a. derfor for nyligt truffet beslutning om at bevare deres FMsendenet.   Vi lægger med dette forslag op til, at Danmark følger Sverige og Storbritannien og bevarer FMradioen.",6,2320,180,180,April,24,2898,4,132,17,2247,48.765917602996254,107.60215617059376,False,False,positive,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Forbud mod tvreklamer, der opfordrer til online gambling.",2018-04-11,611,"Forbud mod tvreklamer der opfordrer, lokker eller på anden måde, giver det indtryk, at online gambling er normalt og godt. Hvis man ser et program på tv, der har reklamer. Er der med sikkerhed, 123 ja sågar 4 reklamer, der vil fremhæve online gambling, betting sites, bingo osv, som noget godt og helt normalt. Virkeligheden er bare en helt anden. Der er flere og flere mennesker, der bliver afhængige af spil på telefon eller computer og bliver ludomaner. Ja det kan godt være, at det giver godt til tvudbyderne, at disse reklamer er tilladte. Men det er samfundet der taber og i særdeleshed den enkelte familie, hvor et medlem bliver ludoman. Er du enig med mig, så støt dette forslag og lad os få fjernet reklamer, der normaliserer online gambling.",3,2321,180,180,April,57,751,1,8,47,587,40.86538461538461,355.768312331613,False,False,positive,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
væk med MOS,2018-04-11,2739,"Moderniseringsstyrelsen nedlægges. oprettelsen af moderniseringsstyrelsen har skabt en asymmetri i den demokratiske beslutningsproces, og helt konkret blandes overenskomstforhandlinger og poliske reformer sammen i den offentlige sektor. Det ødelægger den danske overenskomstmodel.  Der er ingen transperans og ingen demokratisk legitimitet i styrelsen.  Derfor bør den nedlægges.",10,2321,180,180,April,11,379,3,4,6,323,55.666666666666664,346.2660913643596,False,False,negative,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Fjern registreringsafgiften på samtlige danske køretøjer.,2018-04-11,1152,"Den nuværende afgift på 150 på almindelige biler over 185.000, bør afskaffes. Samtidigt bør det også kraftigt overvejes at fjerne de resterende 85 i afgift. Det er bevist, at staten ikke vil tabe et synderligt beløb på at fjerne denne, mens ledigheden vil blive væsentligt mindre og bnpen vokse. Samtidigt, vil den generelle befolkning kunne køre i sikrere biler der skaber færre dødsulykker  hvilket vil belaste vores sundhedsvæsen mindre. Hvis man ser på vores nabolande, fungerer det glimrende med en lav eller ingen registreringsafgift. Når man tager et kig på den danske bilpark, stemmer den på ingen måder overens med, at Danmark er et af verdens rigeste lande. Vi kører rundt i gamle, rustne og usikre biler, fordi den gennemsnitlige husstand ikke har råd til sikre biler i samme omfang som vores nabolande. Det er på høje tid, at vi får ændret dette. Lad os sammen sætte et pres på folketinget om at få gjort noget ved denne problemstilling.",3,2321,180,180,April,57,949,1,10,50,749,39.17044025157233,254.30409658648503,False,False,negative,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
